Order Date,Product ID,Category,Warehouse,Supplier,Stock Quantity,Units Sold,Demand Forecast,Lead Time,Shipping Time,Inventory Cost,Revenue,Customer Demand,Unit Cost,Unit Price
2023-01-16,PROD-0237,Pharmaceuticals,Warehouse-Central,Supplier-E,113.0,67.0,114.0,7.0,8.0,3269.31,64031.9,85.0,386.06,955.7
2024-10-21,PROD-0154,Grocery,Warehouse-North,Supplier-C,324.0,180.0,183.0,5.0,3.0,2407.48,15530.4,211.0,54.43,86.28
2023-04-24,PROD-0062,Toys,Warehouse-West,Supplier-D,115.0,46.0,69.0,5.0,7.0,1459.99,10139.32,57.0,102.64,220.42
2023-01-02,PROD-0239,Grocery,Warehouse-West,Supplier-B,879.0,271.0,256.0,19.0,3.0,23123.73,89164.42,258.0,183.07,329.02
2023-09-05,PROD-0239,Grocery,Warehouse-Central,Supplier-B,575.0,313.0,319.0,12.0,4.0,11630.82,146286.81,330.0,351.68,467.37
2024-02-25,PROD-0092,Furniture,Warehouse-East,Supplier-D,781.0,586.0,628.0,10.0,6.0,3085.68,35810.46,579.0,31.35,61.11
2023-05-12,PROD-0152,Grocery,Warehouse-Central,Supplier-F,521.0,373.0,358.0,7.0,2.0,2766.96,45554.49,355.0,87.27,122.13
2023-05-09,PROD-0033,Furniture,Warehouse-South,Supplier-C,875.0,570.0,611.0,17.0,1.0,3366.79,31686.3,575.0,30.01,55.59
2024-02-20,PROD-0072,Apparel,Warehouse-Central,Supplier-B,111.0,43.0,71.0,17.0,2.0,5707.5,27229.32,25.0,474.92,633.24
2024-01-22,PROD-0166,Electronics,Warehouse-East,Supplier-C,712.0,362.0,,,6.0,15252.75,107691.38,,155.58,297.49
2024-10-08,PROD-0200,Grocery,Warehouse-West,Supplier-F,32.0,21.0,27.0,11.0,4.0,38.17,810.81,9.0,21.98,38.61
2023-08-18,PROD-0221,Grocery,Warehouse-South,Supplier-D,789.0,98.0,82.0,7.0,4.0,22600.09,79306.5,94.0,443.99,809.25
2024-02-01,PROD-0036,Automotive,Warehouse-South,Supplier-B,489.0,275.0,296.0,6.0,7.0,25834.01,165748.0,300.0,353.98,602.72
2023-09-30,PROD-0075,Automotive,Warehouse-East,Supplier-D,707.0,534.0,590.0,17.0,9.0,10742.92,277754.76,541.0,259.87,520.14
2023-03-23,PROD-0007,Automotive,Warehouse-South,Supplier-F,555.0,173.0,156.0,12.0,9.0,3367.78,35278.16,164.0,116.93,203.92
2023-11-29,PROD-0099,Pharmaceuticals,Warehouse-East,Supplier-E,115.0,18.0,66.0,19.0,8.0,1597.3,2754.36,0.0,110.64,153.02
2024-02-13,PROD-0157,Toys,Warehouse-East,Supplier-F,968.0,680.0,687.0,10.0,6.0,10490.04,95553.6,695.0,97.61,140.52
2023-05-16,PROD-0205,Furniture,Warehouse-South,Supplier-B,831.0,60.0,110.0,18.0,8.0,6798.56,6690.6,55.0,66.37,111.51
2023-09-16,PROD-0030,Furniture,Warehouse-South,Supplier-E,186.0,34.0,22.0,3.0,8.0,6313.27,17589.22,42.0,318.4,517.33
2023-08-11,PROD-0104,Furniture,Warehouse-South,Supplier-C,225.0,67.0,125.0,14.0,8.0,9138.23,46576.39,71.0,317.53,695.17
2024-03-27,PROD-0034,Apparel,Warehouse-North,Supplier-A,118.0,85.0,107.0,19.0,5.0,899.78,14454.25,75.0,87.95,170.05
2023-09-04,PROD-0137,Electronics,Warehouse-East,Supplier-D,247.0,100.0,156.0,1.0,1.0,12782.16,71270.0,82.0,387.4,712.7
2023-07-06,PROD-0013,Grocery,Warehouse-North,Supplier-C,418.0,86.0,58.0,13.0,2.0,1110.93,2918.84,133.0,24.99,33.94
2023-03-03,PROD-0025,Furniture,Warehouse-West,Supplier-D,561.0,377.0,347.0,7.0,4.0,957.28,12361.83,425.0,16.11,32.79
2023-01-02,PROD-0213,Automotive,Warehouse-South,Supplier-B,215.0,8.0,16.0,18.0,9.0,8517.74,7699.28,0.0,487.74,962.41
2023-07-17,PROD-0202,Cosmetics,Warehouse-East,Supplier-C,705.0,326.0,299.0,5.0,3.0,15002.88,,343.0,404.08,829.93
2023-03-07,PROD-0195,Toys,Warehouse-West,Supplier-F,46.0,24.0,59.0,7.0,3.0,350.26,4711.2,43.0,118.62,196.3
2024-09-22,PROD-0230,Automotive,Warehouse-Central,Supplier-B,218.0,144.0,175.0,6.0,9.0,4807.35,62125.92,190.0,194.97,431.43
2023-10-21,PROD-0041,Grocery,Warehouse-East,Supplier-A,316.0,73.0,74.0,11.0,4.0,8650.4,44861.42,117.0,443.21,614.54
2024-11-30,PROD-0089,Furniture,Warehouse-South,Supplier-D,712.0,534.0,543.0,2.0,7.0,13323.63,171050.88,583.0,235.23,320.32
2023-02-04,PROD-0016,Automotive,Warehouse-South,Supplier-C,525.0,24.0,72.0,4.0,5.0,10604.06,16485.12,59.0,350.31,686.88
2024-10-03,PROD-0154,Grocery,Warehouse-Central,Supplier-C,524.0,400.0,458.0,17.0,6.0,12961.32,156088.0,447.0,262.19,390.22
2024-07-20,PROD-0191,Toys,Warehouse-Central,Supplier-C,88.0,44.0,17.0,18.0,2.0,1048.08,8781.96,29.0,85.93,199.59
2023-03-23,PROD-0212,Toys,Warehouse-East,Supplier-B,166.0,104.0,107.0,8.0,6.0,2815.08,42864.64,112.0,316.77,412.16
2023-12-27,PROD-0063,Automotive,Warehouse-South,Supplier-C,623.0,355.0,369.0,17.0,7.0,7366.2,73534.7,340.0,127.01,207.14
2023-09-15,PROD-0238,Pharmaceuticals,Warehouse-West,Supplier-F,587.0,282.0,270.0,3.0,3.0,19461.37,130842.36,286.0,238.22,463.98
2023-09-07,PROD-0115,Toys,Warehouse-North,Supplier-D,336.0,61.0,71.0,14.0,5.0,16923.7,33686.03,95.0,381.49,552.23
2024-06-07,PROD-0211,Toys,Warehouse-West,Supplier-E,238.0,0.0,28.0,9.0,7.0,3906.56,0.0,38.0,136.06,314.47
2024-03-25,PROD-0147,Grocery,Warehouse-West,Supplier-F,610.0,423.0,449.0,19.0,6.0,25099.32,240183.63,431.0,377.78,567.81
2024-12-05,PROD-0056,Furniture,Warehouse-South,Supplier-B,899.0,211.0,252.0,18.0,7.0,39410.65,128722.66,230.0,342.33,610.06
2023-10-14,PROD-0197,Apparel,Warehouse-North,Supplier-C,585.0,170.0,194.0,16.0,4.0,27143.21,140816.1,155.0,366.5,828.33
2024-11-23,PROD-0017,Furniture,Warehouse-North,Supplier-F,184.0,66.0,51.0,4.0,8.0,2207.65,26763.66,65.0,168.02,405.51
2023-03-21,PROD-0056,Furniture,Warehouse-East,Supplier-B,308.0,48.0,21.0,18.0,4.0,11005.54,29307.84,48.0,297.82,610.58
2024-04-24,PROD-0069,Furniture,Warehouse-Central,Supplier-C,680.0,309.0,365.0,15.0,9.0,2276.44,11961.39,338.0,29.08,38.71
2023-12-31,PROD-0095,Pharmaceuticals,Warehouse-West,Supplier-B,564.0,303.0,342.0,16.0,4.0,2642.94,31318.08,287.0,43.33,103.36
2023-12-04,PROD-0195,Toys,Warehouse-East,Supplier-F,212.0,88.0,121.0,3.0,7.0,7222.52,44344.08,96.0,264.87,503.91
2024-06-07,PROD-0147,Grocery,Warehouse-North,Supplier-F,849.0,668.0,640.0,14.0,8.0,23677.29,690010.6,675.0,472.61,1032.95
2023-01-16,PROD-0013,Grocery,Warehouse-Central,Supplier-C,815.0,507.0,501.0,2.0,8.0,32419.22,471413.67,507.0,432.04,929.81
2024-09-30,PROD-0091,Cosmetics,Warehouse-West,Supplier-A,862.0,349.0,383.0,1.0,6.0,6655.48,35699.21,396.0,51.49,102.29
2024-08-17,PROD-0029,Cosmetics,Warehouse-North,Supplier-A,642.0,391.0,422.0,7.0,1.0,14949.03,143023.89,,247.01,365.79
2023-10-26,PROD-0231,Pharmaceuticals,Warehouse-Central,Supplier-B,72.0,13.0,0.0,18.0,8.0,3286.41,5903.69,28.0,363.92,454.13
2023-06-10,PROD-0134,Automotive,Warehouse-East,Supplier-A,971.0,70.0,84.0,7.0,9.0,16377.7,20259.4,81.0,129.49,289.42
2023-10-13,PROD-0065,Toys,Warehouse-North,Supplier-E,915.0,,593.0,5.0,3.0,35215.56,483860.52,604.0,362.9,814.58
2023-10-12,PROD-0153,Electronics,Warehouse-North,Supplier-C,370.0,145.0,189.0,13.0,8.0,524.96,3271.2,145.0,17.33,22.56
2023-01-06,PROD-0199,Automotive,Warehouse-Central,Supplier-B,820.0,86.0,107.0,5.0,6.0,15696.63,25890.3,95.0,132.56,301.05
2023-08-25,PROD-0187,Apparel,Warehouse-East,Supplier-D,165.0,33.0,48.0,16.0,7.0,1041.52,8968.41,32.0,113.11,271.77
2023-07-29,PROD-0210,Automotive,Warehouse-South,Supplier-F,999.0,71.0,74.0,18.0,,37386.1,28565.43,115.0,329.05,402.33
2023-02-22,PROD-0044,Cosmetics,Warehouse-North,Supplier-B,603.0,411.0,396.0,9.0,6.0,4207.06,75558.24,416.0,83.66,183.84
2023-01-06,PROD-0166,Electronics,Warehouse-West,Supplier-C,450.0,333.0,366.0,18.0,8.0,19192.41,299786.58,325.0,394.22,900.26
2023-11-25,PROD-0134,Automotive,Warehouse-North,Supplier-A,unknown,420.0,446.0,14.0,4.0,14964.35,210688.8,463.0,280.07,501.64
2024-10-18,PROD-0189,Toys,Warehouse-East,Supplier-E,604.0,262.0,304.0,14.0,7.0,5884.82,69374.98,273.0,185.19,264.79
2023-01-25,PROD-0115,Toys,Warehouse-North,Supplier-D,184.0,26.0,22.0,14.0,5.0,4952.73,13442.26,16.0,334.17,517.01
2023-04-18,PROD-0075,Automotive,Warehouse-West,Supplier-D,438.0,196.0,237.0,6.0,6.0,6499.46,45185.84,220.0,105.71,230.54
2024-01-03,PROD-0060,Automotive,Warehouse-North,Supplier-A,70.0,12.0,59.0,17.0,1.0,2250.69,6439.68,61.0,390.23,536.64
2024-03-20,PROD-0154,Grocery,Warehouse-South,Supplier-C,794.0,30.0,2.0,15.0,6.0,21881.29,13042.2,52.0,303.92,434.74
2023-06-17,PROD-0093,Apparel,Warehouse-South,Supplier-D,766.0,169.0,141.0,14.0,3.0,33527.25,70033.6,201.0,308.26,414.4
2023-10-29,PROD-0037,Furniture,Warehouse-Central,Supplier-D,364.0,87.0,94.0,14.0,6.0,21921.7,107177.04,127.0,494.68,1231.92
2023-12-12,PROD-0012,Toys,Warehouse-South,Supplier-A,648.0,194.0,237.0,11.0,,623.11,2931.34,204.0,11.66,15.11
2024-10-15,PROD-0064,Electronics,Warehouse-North,Supplier-F,988.0,555.0,584.0,1.0,3.0,5799.47,67765.5,597.0,71.33,122.1
2023-11-21,PROD-0111,Cosmetics,Warehouse-Central,Supplier-C,441.0,103.0,100.0,7.0,6.0,3399.55,17960.11,127.0,69.77,174.37
2024-02-20,PROD-0103,Apparel,Warehouse-North,Supplier-A,713.0,556.0,589.0,4.0,7.0,6239.33,61999.56,565.0,65.46,111.51
2024-11-28,PROD-0231,Pharmaceuticals,Warehouse-North,Supplier-B,54.0,37.0,52.0,1.0,9.0,269.54,3405.48,67.0,67.0,92.04
2023-11-29,PROD-0174,Furniture,Warehouse-South,Supplier-E,569.0,333.0,325.0,17.0,2.0,5006.31,83995.92,326.0,156.55,252.24
2023-09-24,PROD-0040,Grocery,Warehouse-North,Supplier-A,495.0,130.0,100.0,9.0,9.0,10818.99,72425.6,155.0,433.0,557.12
2024-10-11,PROD-0161,Toys,Warehouse-North,Supplier-E,178.0,21.0,6.0,19.0,5.0,,16104.27,20.0,363.54,766.87
2024-04-12,PROD-0247,Electronics,Warehouse-Central,Supplier-C,960.0,522.0,538.0,10.0,2.0,33033.02,297545.22,,235.59,570.01
2023-09-09,PROD-0076,Apparel,Warehouse-Central,Supplier-D,961.0,339.0,388.0,14.0,5.0,1037.77,7959.72,383.0,17.08,23.48
2023-01-09,PROD-0149,Electronics,Warehouse-South,Supplier-F,223.0,109.0,162.0,11.0,2.0,15931.14,114503.41,146.0,481.98,1050.49
2023-08-15,PROD-0004,Toys,Warehouse-West,Supplier-E,19.0,2.0,30.0,13.0,6.0,1259.22,1376.88,23.0,458.43,688.44
2023-01-29,PROD-0135,Toys,Warehouse-Central,Supplier-F,766.0,141.0,116.0,16.0,9.0,11555.34,,136.0,186.19,297.4
2023-01-05,PROD-0152,Grocery,Warehouse-East,Supplier-F,448.0,265.0,293.0,3.0,8.0,14786.39,156037.3,260.0,273.27,588.82
2023-04-30,PROD-0176,Pharmaceuticals,Warehouse-Central,Supplier-C,576.0,175.0,214.0,14.0,9.0,16537.34,79026.5,205.0,324.89,451.58
2024-09-01,PROD-0110,Toys,Warehouse-North,Supplier-D,958.0,502.0,493.0,6.0,9.0,16054.24,197803.06,541.0,166.72,394.03
2023-06-21,PROD-0150,Cosmetics,Warehouse-West,Supplier-E,26.0,14.0,38.0,15.0,9.0,,,55.0,196.95,333.1
2024-05-16,PROD-0104,Furniture,Warehouse-North,Supplier-C,407.0,287.0,259.0,1.0,5.0,11110.52,273519.61,334.0,478.14,953.03
2023-05-25,PROD-0242,Toys,Warehouse-North,Supplier-A,914.0,131.0,117.0,2.0,5.0,46939.24,85763.08,144.0,375.97,654.68
2023-05-20,PROD-0028,Apparel,Warehouse-South,Supplier-C,261.0,18.0,0.0,13.0,1.0,1820.04,3868.74,42.0,131.28,214.93
2024-03-31,PROD-0224,Furniture,Warehouse-North,Supplier-A,514.0,320.0,,,4.0,15976.6,126729.6,336.0,270.52,396.03
2024-10-22,PROD-0106,Apparel,Warehouse-North,Supplier-C,231.0,98.0,85.0,17.0,6.0,8477.03,51799.86,104.0,420.94,528.57
2023-11-20,PROD-0145,Cosmetics,Warehouse-South,Supplier-F,394.0,260.0,287.0,18.0,9.0,12742.71,262020.2,253.0,403.55,1007.77
2024-10-02,PROD-0144,Cosmetics,Warehouse-South,Supplier-F,48.0,5.0,40.0,9.0,5.0,299.56,826.65,0.0,102.39,165.33
2024-08-03,PROD-0052,Pharmaceuticals,Warehouse-North,Supplier-A,328.0,97.0,99.0,11.0,1.0,2088.0,19538.71,134.0,110.13,201.43
2023-06-03,PROD-0234,Furniture,Warehouse-West,Supplier-A,332.0,114.0,160.0,2.0,2.0,9771.63,88929.12,101.0,339.81,780.08
2023-05-16,PROD-0098,Furniture,Warehouse-Central,Supplier-D,146.0,73.0,51.0,8.0,5.0,841.53,14304.35,114.0,112.68,195.95
2024-03-19,PROD-0118,Pharmaceuticals,Warehouse-Central,Supplier-F,928.0,722.0,746.0,19.0,1.0,4831.64,111476.8,723.0,81.97,154.4
2023-10-22,PROD-0208,Furniture,Warehouse-Central,Supplier-A,994.0,282.0,327.0,14.0,4.0,26093.47,120177.12,329.0,177.21,426.16
2024-05-10,PROD-0011,Grocery,Warehouse-South,Supplier-E,63.0,47.0,87.0,3.0,9.0,984.96,22942.11,42.0,257.05,488.13
2024-02-03,PROD-0141,Cosmetics,Warehouse-East,Supplier-D,23.0,12.0,36.0,1.0,1.0,435.92,,,135.98,180.16
2023-03-05,PROD-0121,Cosmetics,Warehouse-South,Supplier-A,4.0,0.0,0.0,9.0,8.0,208.64,0.0,0.0,477.22,961.18
2024-04-05,PROD-0098,Furniture,Warehouse-North,Supplier-D,285.0,4.0,0.0,19.0,4.0,3218.7,520.8,,78.64,130.2
2023-06-06,PROD-0031,Automotive,Warehouse-East,Supplier-A,982.0,285.0,279.0,16.0,9.0,26465.5,186903.0,322.0,273.55,655.8
2023-01-28,PROD-0155,Automotive,Warehouse-Central,Supplier-B,5.0,0.0,46.0,1.0,1.0,121.05,0.0,0.0,280.26,348.01
2023-01-18,PROD-0015,Cosmetics,Warehouse-West,Supplier-D,289.0,61.0,68.0,17.0,7.0,8648.41,34571.75,96.0,337.15,566.75
2023-11-05,PROD-0130,Furniture,Warehouse-Central,Supplier-A,75.0,41.0,67.0,17.0,2.0,3369.44,22435.61,33.0,438.97,547.21
2023-10-31,PROD-0168,Toys,Warehouse-West,Supplier-A,720.0,495.0,473.0,19.0,1.0,11718.0,199826.55,544.0,287.05,403.69
2023-11-16,PROD-0025,Furniture,Warehouse-West,Supplier-D,905.0,155.0,160.0,11.0,5.0,47692.27,133885.9,175.0,371.75,863.78
2024-06-10,PROD-0023,Apparel,Warehouse-North,Supplier-B,645.0,111.0,159.0,9.0,3.0,28071.6,79611.42,98.0,480.63,717.22
2023-11-03,PROD-0099,Pharmaceuticals,Warehouse-North,Supplier-E,601.0,29.0,9.0,14.0,2.0,33874.89,26610.11,56.0,436.47,917.59
2024-05-31,PROD-0077,Furniture,Warehouse-West,Supplier-A,570.0,320.0,341.0,11.0,3.0,17619.49,209193.6,341.0,354.87,653.73
2024-04-17,PROD-0080,Furniture,Warehouse-North,Supplier-A,219.0,42.0,60.0,5.0,1.0,5628.18,10786.86,65.0,211.9,256.83
2023-11-17,PROD-0241,Apparel,Warehouse-West,Supplier-F,542.0,403.0,382.0,11.0,2.0,9341.71,,433.0,222.38,539.7
2023-11-28,PROD-0050,Pharmaceuticals,Warehouse-South,Supplier-C,518.0,99.0,149.0,17.0,4.0,2470.57,10618.74,133.0,62.96,107.26
2024-12-15,PROD-0031,Automotive,Warehouse-North,Supplier-A,487.0,99.0,157.0,15.0,1.0,29435.53,97330.86,103.0,430.82,983.14
2024-02-06,PROD-0052,Pharmaceuticals,Warehouse-East,Supplier-A,,24.0,0.0,15.0,3.0,2886.01,10943.76,31.0,312.79,455.99
2024-11-27,PROD-0169,Toys,Warehouse-East,Supplier-D,122.0,86.0,129.0,8.0,9.0,3541.61,59973.82,100.0,344.3,697.37
2024-05-17,PROD-0027,Pharmaceuticals,Warehouse-North,Supplier-B,642.0,376.0,384.0,18.0,5.0,6942.47,158495.28,389.0,199.02,421.53
2024-10-28,PROD-0015,Cosmetics,Warehouse-Central,Supplier-D,543.0,424.0,464.0,12.0,7.0,6035.03,100131.84,451.0,151.39,236.16
2024-10-17,PROD-0159,Electronics,Warehouse-South,Supplier-D,799.0,393.0,387.0,18.0,2.0,28463.79,205004.52,439.0,361.46,521.64
2023-08-11,PROD-0010,Apparel,Warehouse-North,Supplier-F,977.0,135.0,119.0,14.0,4.0,22010.76,76898.7,183.0,427.1,569.62
2023-01-27,PROD-0074,Apparel,Warehouse-East,Supplier-C,691.0,319.0,349.0,2.0,1.0,26235.19,128059.36,365.0,297.05,401.44
2024-11-05,PROD-0250,Grocery,Warehouse-West,Supplier-A,956.0,369.0,408.0,14.0,3.0,43947.64,234495.81,370.0,391.22,635.49
2023-03-27,PROD-0058,Electronics,Warehouse-North,Supplier-F,993.0,393.0,387.0,12.0,3.0,2984.14,,398.0,25.43,45.2
2023-09-26,PROD-0135,Toys,Warehouse-South,Supplier-F,277.0,83.0,75.0,16.0,7.0,4259.99,21312.74,68.0,212.84,256.78
2024-02-11,PROD-0138,Electronics,Warehouse-East,Supplier-C,340.0,223.0,252.0,1.0,6.0,7092.96,72773.82,208.0,227.28,326.34
2023-01-02,PROD-0017,Furniture,Warehouse-West,Supplier-F,939.0,693.0,740.0,7.0,6.0,3845.57,47221.02,725.0,36.46,68.14
2023-10-08,PROD-0053,Grocery,Warehouse-Central,Supplier-F,156.0,122.0,173.0,19.0,1.0,4707.43,89733.44,156.0,326.2,735.52
2023-06-10,PROD-0245,Toys,Warehouse-Central,Supplier-F,386.0,196.0,224.0,14.0,4.0,14577.8,146417.88,241.0,378.89,747.03
2024-02-13,PROD-0020,Grocery,Warehouse-East,Supplier-A,452.0,17.0,58.0,10.0,,2752.39,1175.55,7.0,48.25,69.15
2024-02-07,PROD-0208,Furniture,Warehouse-West,Supplier-A,129.0,42.0,33.0,1.0,8.0,1159.97,13033.44,29.0,137.67,310.32
2024-08-19,PROD-0111,Cosmetics,Warehouse-North,Supplier-C,4.0,0.0,52.0,2.0,5.0,166.1,0.0,27.0,307.55,501.28
2024-01-21,PROD-0069,Furniture,Warehouse-North,Supplier-C,178.0,142.0,183.0,15.0,1.0,10116.77,155883.34,124.0,463.12,1097.77
2023-03-11,PROD-0052,Pharmaceuticals,Warehouse-Central,Supplier-A,377.0,258.0,274.0,11.0,6.0,18325.97,210961.44,298.0,482.66,817.68
2023-02-12,PROD-0056,Furniture,Warehouse-South,Supplier-B,403.0,302.0,325.0,9.0,2.0,409.65,10014.32,336.0,15.62,33.16
2023-10-29,PROD-0110,Toys,Warehouse-Central,Supplier-D,88.0,36.0,46.0,11.0,7.0,1957.05,20136.24,71.0,245.92,559.34
2023-06-14,PROD-0036,Automotive,Warehouse-South,Supplier-B,540.0,79.0,86.0,6.0,9.0,8299.84,24156.62,64.0,166.95,305.78
2023-07-13,PROD-0008,Automotive,Warehouse-West,Supplier-C,520.0,406.0,446.0,1.0,2.0,37750.21,290667.58,390.0,494.91,715.93
2024-07-04,PROD-0128,Electronics,Warehouse-South,Supplier-C,464.0,300.0,344.0,5.0,7.0,14141.86,164697.0,338.0,252.23,548.99
2024-01-30,PROD-0156,Apparel,Warehouse-North,Supplier-E,38.0,25.0,66.0,6.0,4.0,1604.59,23998.25,7.0,442.23,959.93
2023-02-15,PROD-0178,Grocery,Warehouse-Central,Supplier-A,519.0,259.0,243.0,12.0,4.0,1678.96,34335.63,300.0,55.62,132.57
2024-12-24,PROD-0162,Electronics,Warehouse-South,Supplier-D,367.0,212.0,268.0,18.0,4.0,12306.31,131921.24,245.0,286.8,622.27
2024-03-11,PROD-0141,Cosmetics,Warehouse-East,Supplier-D,,321.0,372.0,7.0,6.0,3194.22,20418.81,352.0,27.0,63.61
2023-09-27,PROD-0219,Cosmetics,Warehouse-East,Supplier-B,657.0,182.0,229.0,8.0,1.0,34295.31,92931.02,202.0,399.66,510.61
2024-08-07,PROD-0027,Pharmaceuticals,Warehouse-West,Supplier-B,37.0,29.0,10.0,10.0,6.0,1656.09,18284.5,61.0,306.17,630.5
2023-02-09,PROD-0073,Electronics,Warehouse-South,Supplier-C,156.0,39.0,38.0,2.0,2.0,3198.91,20564.31,50.0,246.98,527.29
2023-11-06,PROD-0096,Pharmaceuticals,Warehouse-South,Supplier-A,535.0,,161.0,1.0,7.0,984.04,4412.88,209.0,18.94,27.24
2024-03-23,PROD-0030,Furniture,Warehouse-West,Supplier-E,590.0,412.0,443.0,4.0,6.0,29397.17,240579.16,401.0,357.92,583.93
2023-12-08,PROD-0061,Grocery,Warehouse-East,Supplier-A,15.0,0.0,49.0,14.0,6.0,479.0,0.0,0.0,396.95,567.37
2024-03-05,PROD-0212,Toys,Warehouse-North,Supplier-B,776.0,206.0,214.0,2.0,4.0,27674.96,142249.18,207.0,297.94,690.53
2023-06-29,PROD-0005,Grocery,Warehouse-South,Supplier-A,644.0,358.0,331.0,14.0,3.0,10014.07,101722.12,369.0,134.73,284.14
2024-09-14,PROD-0117,Electronics,Warehouse-North,Supplier-C,,281.0,311.0,19.0,,13156.93,43526.9,330.0,112.65,154.9
2023-10-28,PROD-0031,Automotive,Warehouse-Central,Supplier-A,943.0,743.0,757.0,13.0,4.0,15309.56,302616.47,789.0,171.9,407.29
2024-08-13,PROD-0049,Pharmaceuticals,Warehouse-East,Supplier-D,989.0,555.0,560.0,12.0,6.0,67719.59,,599.0,456.81,1007.82
2023-09-03,PROD-0219,Cosmetics,Warehouse-North,Supplier-B,70.0,4.0,34.0,10.0,9.0,1730.2,4017.44,0.0,472.47,1004.36
2024-04-23,PROD-0041,Grocery,Warehouse-East,Supplier-A,471.0,333.0,355.0,16.0,7.0,12734.9,221228.55,368.0,365.6,664.35
2023-02-24,PROD-0018,Cosmetics,Warehouse-North,Supplier-A,101.0,41.0,17.0,4.0,1.0,2966.18,19885.82,42.0,356.78,485.02
2024-08-19,PROD-0210,Automotive,Warehouse-South,Supplier-F,498.0,154.0,167.0,1.0,7.0,13849.86,129416.98,201.0,366.29,840.37
2024-07-18,PROD-0211,Toys,Warehouse-Central,Supplier-E,485.0,39.0,68.0,9.0,4.0,14359.75,21519.81,41.0,287.95,551.79
2024-01-23,PROD-0140,Electronics,Warehouse-West,Supplier-A,560.0,407.0,389.0,4.0,6.0,6906.8,114826.91,451.0,209.37,282.13
2024-09-15,PROD-0242,Toys,Warehouse-South,Supplier-A,565.0,426.0,454.0,7.0,3.0,13518.85,247625.28,470.0,269.75,581.28
2023-01-05,PROD-0120,Automotive,Warehouse-East,Supplier-C,730.0,554.0,583.0,11.0,2.0,16933.83,476622.82,538.0,360.3,860.33
2023-01-09,PROD-0119,Cosmetics,Warehouse-South,Supplier-A,521.0,112.0,139.0,10.0,4.0,26766.24,74344.48,132.0,423.3,663.79
2024-05-26,PROD-0230,Automotive,Warehouse-Central,Supplier-B,842.0,116.0,133.0,5.0,9.0,11901.21,48003.12,157.0,207.15,413.82
2023-06-29,PROD-0249,Electronics,Warehouse-East,Supplier-E,19.0,6.0,0.0,7.0,2.0,469.98,5636.7,0.0,393.09,939.45
2023-03-31,PROD-0232,Furniture,Warehouse-East,Supplier-F,956.0,260.0,255.0,9.0,1.0,34448.04,130413.4,286.0,365.57,501.59
2023-06-17,PROD-0092,Furniture,Warehouse-East,Supplier-D,295.0,0.0,15.0,11.0,7.0,375.91,0.0,7.0,10.14,23.63
2023-01-14,PROD-0020,Grocery,Warehouse-West,Supplier-A,888.0,456.0,470.0,17.0,8.0,9713.72,85417.92,488.0,75.48,187.32
2024-01-29,PROD-0137,Electronics,Warehouse-West,Supplier-D,475.0,140.0,127.0,12.0,8.0,457.01,3500.0,137.0,10.55,25.0
2023-10-21,PROD-0026,Pharmaceuticals,Warehouse-Central,Supplier-F,421.0,58.0,79.0,1.0,5.0,27474.49,34002.5,101.0,437.09,586.25
2024-02-29,PROD-0019,Cosmetics,Warehouse-North,Supplier-D,934.0,3.0,0.0,2.0,1.0,27306.23,1593.3,34.0,272.26,531.1
2023-06-02,PROD-0202,Cosmetics,Warehouse-North,Supplier-C,463.0,10.0,47.0,3.0,9.0,8134.64,2062.2,0.0,133.45,206.22
2024-09-24,PROD-0224,Furniture,Warehouse-North,Supplier-A,636.0,147.0,146.0,10.0,6.0,5423.89,43485.54,147.0,158.62,295.82
2024-02-03,PROD-0195,Toys,Warehouse-North,Supplier-F,933.0,402.0,375.0,12.0,9.0,17435.42,89935.44,398.0,137.42,223.72
2024-10-02,PROD-0014,Grocery,Warehouse-South,Supplier-B,515.0,243.0,278.0,14.0,2.0,5829.61,47569.68,292.0,108.79,195.76
2023-03-01,PROD-0158,Apparel,Warehouse-East,Supplier-A,82.0,54.0,93.0,10.0,9.0,1571.79,12352.5,43.0,188.24,228.75
2024-07-03,PROD-0124,Toys,Warehouse-Central,Supplier-F,613.0,11.0,26.0,17.0,6.0,10833.74,4213.0,,270.08,383.0
2023-09-10,PROD-0228,Pharmaceuticals,Warehouse-East,Supplier-C,733.0,59.0,57.0,14.0,3.0,5297.58,6661.1,96.0,87.42,112.9
2024-07-18,PROD-0028,Apparel,Warehouse-South,Supplier-C,474.0,84.0,126.0,15.0,1.0,18028.55,55934.76,73.0,294.87,665.89
2023-10-06,PROD-0220,Toys,Warehouse-South,Supplier-A,516.0,81.0,56.0,10.0,7.0,5606.32,18105.93,126.0,178.68,223.53
2024-08-14,PROD-0186,Automotive,Warehouse-South,Supplier-A,35.0,,8.0,10.0,5.0,1187.05,814.68,28.0,412.32,814.68
2023-07-08,PROD-0082,Furniture,Warehouse-West,Supplier-D,179.0,129.0,169.0,9.0,2.0,,,166.0,337.0,758.87
2024-04-05,PROD-0125,Automotive,Warehouse-East,Supplier-B,467.0,26.0,74.0,16.0,8.0,7935.53,3982.94,28.0,116.57,153.19
2023-02-05,PROD-0038,Electronics,Warehouse-Central,Supplier-F,75.0,17.0,69.0,4.0,1.0,3215.13,10630.44,17.0,487.08,625.32
